"season","team_id","seed","school_name"
2012,"55af9c69-3675-4b9b-a882-96640b782fff",12,"South Fla."
2005,"55cd5bb4-b030-4a7a-9652-6cebaf81c574",15,"Southeastern La."
2001,"56913910-87f7-4ad7-ae3b-5cd9fb218fd9",5,"Virginia"
2007,"56913910-87f7-4ad7-ae3b-5cd9fb218fd9",4,"Virginia"
2012,"56913910-87f7-4ad7-ae3b-5cd9fb218fd9",10,"Virginia"
2014,"56913910-87f7-4ad7-ae3b-5cd9fb218fd9",1,"Virginia"
2015,"56913910-87f7-4ad7-ae3b-5cd9fb218fd9",2,"Virginia"
2016,"56913910-87f7-4ad7-ae3b-5cd9fb218fd9",1,"Virginia"
2009,"56fe0ab2-e4f0-47b9-8726-9ce23ebcde20",13,"Akron"
2011,"56fe0ab2-e4f0-47b9-8726-9ce23ebcde20",15,"Akron"
2013,"56fe0ab2-e4f0-47b9-8726-9ce23ebcde20",12,"Akron"
2009,"576b816b-5b9a-4768-a62b-f8435a8272c2",15,"Morgan St."
2010,"576b816b-5b9a-4768-a62b-f8435a8272c2",15,"Morgan St."
2008,"5873529e-e5e3-4a06-8a03-fa4cbe509880",16,"Mississippi Val."
2012,"5873529e-e5e3-4a06-8a03-fa4cbe509880",16,"Mississippi Val."
2012,"5c7bf63f-bc39-43c5-9907-73b50b7a6b34",12,"Harvard"
2013,"5c7bf63f-bc39-43c5-9907-73b50b7a6b34",14,"Harvard"
2014,"5c7bf63f-bc39-43c5-9907-73b50b7a6b34",12,"Harvard"
2015,"5c7bf63f-bc39-43c5-9907-73b50b7a6b34",13,"Harvard"
2003,"5d77800f-1ae6-4b66-8e97-b0dbb8bbc717",12,"Milwaukee"
2005,"5d77800f-1ae6-4b66-8e97-b0dbb8bbc717",12,"Milwaukee"
2006,"5d77800f-1ae6-4b66-8e97-b0dbb8bbc717",11,"Milwaukee"
2014,"5d77800f-1ae6-4b66-8e97-b0dbb8bbc717",15,"Milwaukee"
2009,"5ef64f01-86ae-4553-9834-c79cc0859eaf",14,"SFA"
2014,"5ef64f01-86ae-4553-9834-c79cc0859eaf",12,"SFA"
2015,"5ef64f01-86ae-4553-9834-c79cc0859eaf",12,"SFA"
2016,"5ef64f01-86ae-4553-9834-c79cc0859eaf",14,"SFA"
2008,"5f9a90a2-3926-404e-8c8a-d9f22ad6907d",16,"Coppin St."
2008,"5fe4a398-1699-4442-a364-305b2f0ac01e",16,"Mt. St. Mary's"
2014,"5fe4a398-1699-4442-a364-305b2f0ac01e",16,"Mt. St. Mary's"
2012,"6120ac5d-e0f2-4b28-9e6f-ee71596a7e88",9,"Southern Miss."
2001,"612f7f66-1de1-4d42-b842-9a508daab911",16,"UNCG"
2016,"61a3e5ab-1be3-4694-b83f-edae0953f409",14,"Green Bay"
2003,"620d5944-7156-47d3-aad5-5b3824557d03",13,"San Diego"
2008,"620d5944-7156-47d3-aad5-5b3824557d03",13,"San Diego"
2004,"62a73b4a-e281-4483-a1f8-f1160a18e456",10,"Nevada"
2005,"62a73b4a-e281-4483-a1f8-f1160a18e456",9,"Nevada"
2006,"62a73b4a-e281-4483-a1f8-f1160a18e456",5,"Nevada"
2007,"62a73b4a-e281-4483-a1f8-f1160a18e456",7,"Nevada"
2000,"632616c5-2dbb-4017-a449-c9dfc303f026",11,"Dayton"
2003,"632616c5-2dbb-4017-a449-c9dfc303f026",4,"Dayton"
2004,"632616c5-2dbb-4017-a449-c9dfc303f026",10,"Dayton"
2009,"632616c5-2dbb-4017-a449-c9dfc303f026",11,"Dayton"
2014,"632616c5-2dbb-4017-a449-c9dfc303f026",11,"Dayton"
2015,"632616c5-2dbb-4017-a449-c9dfc303f026",11,"Dayton"
2016,"632616c5-2dbb-4017-a449-c9dfc303f026",7,"Dayton"
2003,"6373b18c-62f6-49bc-bd4c-8959a2466516",14,"Troy"
2004,"63a8fdcf-b51b-4de3-8a57-2a6e41d362ce",9,"UAB"
2005,"63a8fdcf-b51b-4de3-8a57-2a6e41d362ce",11,"UAB"
2006,"63a8fdcf-b51b-4de3-8a57-2a6e41d362ce",9,"UAB"
2011,"63a8fdcf-b51b-4de3-8a57-2a6e41d362ce",12,"UAB"
2015,"63a8fdcf-b51b-4de3-8a57-2a6e41d362ce",14,"UAB"
2000,"63cad858-8654-4956-8438-8fe79cd1208a",13,"Louisiana"
2004,"63cad858-8654-4956-8438-8fe79cd1208a",14,"Louisiana"
2005,"63cad858-8654-4956-8438-8fe79cd1208a",13,"Louisiana"
2014,"63cad858-8654-4956-8438-8fe79cd1208a",14,"Louisiana"
2003,"67322042-9c40-4dc2-b33a-4754c02ec82a",15,"Sam Houston St."
2010,"67322042-9c40-4dc2-b33a-4754c02ec82a",14,"Sam Houston St."
2000,"683ab61f-546f-44da-b085-c3a5740554aa",1,"Stanford"
2001,"683ab61f-546f-44da-b085-c3a5740554aa",1,"Stanford"
2002,"683ab61f-546f-44da-b085-c3a5740554aa",8,"Stanford"
2003,"683ab61f-546f-44da-b085-c3a5740554aa",4,"Stanford"
2004,"683ab61f-546f-44da-b085-c3a5740554aa",1,"Stanford"
2005,"683ab61f-546f-44da-b085-c3a5740554aa",8,"Stanford"
2007,"683ab61f-546f-44da-b085-c3a5740554aa",11,"Stanford"
2008,"683ab61f-546f-44da-b085-c3a5740554aa",3,"Stanford"
2014,"683ab61f-546f-44da-b085-c3a5740554aa",10,"Stanford"
2000,"68a3227f-677f-43b0-9a3a-cad79d0df9e2",10,"UNLV"
2007,"68a3227f-677f-43b0-9a3a-cad79d0df9e2",7,"UNLV"
2008,"68a3227f-677f-43b0-9a3a-cad79d0df9e2",8,"UNLV"
2010,"68a3227f-677f-43b0-9a3a-cad79d0df9e2",8,"UNLV"
2011,"68a3227f-677f-43b0-9a3a-cad79d0df9e2",8,"UNLV"
2012,"68a3227f-677f-43b0-9a3a-cad79d0df9e2",6,"UNLV"
2013,"68a3227f-677f-43b0-9a3a-cad79d0df9e2",5,"UNLV"
2009,"6906e22d-92fa-40cb-8c05-ec8391ac1979",15,"Robert Morris"
2010,"6906e22d-92fa-40cb-8c05-ec8391ac1979",15,"Robert Morris"
2015,"6906e22d-92fa-40cb-8c05-ec8391ac1979",16,"Robert Morris"
2000,"6a7083ab-1832-48c0-9168-427b35adbcde",13,"Southeast Mo. St."
2000,"6af02334-9ac3-452f-bcf4-20abdb72bd07",15,"Lafayette"
2015,"6af02334-9ac3-452f-bcf4-20abdb72bd07",16,"Lafayette"
2000,"6ed15092-2670-450a-99c2-61d861e87644",5,"Texas"
2001,"6ed15092-2670-450a-99c2-61d861e87644",6,"Texas"
